IMA10	IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9
Diamond_Probe	Pacman_Probe	LightGreen_Probe	House_Probe	DarkGray_Probe	Hat_Probe	Rabbit_Probe	Gem_Probe	DarkTurquiose_Probe	Star_Probe	Bell_Probe	LightRed_Probe	Spike_Probe	UpArrow_Probe	Ditto_Probe	LightRed_Probe	Stickyhand_Probe	DarkRed_Probe	Hat_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond_Choice	Pacman_Choice	LightGreen_Choice	House_Choice	DarkGray_Choice	Hat_Choice	Rabbit_Choice	Gem_Choice	DarkTurquiose_Choice	Star_Choice	Bell_Choice	LightRed_Choice	Spike_Choice	UpArrow_Choice	Ditto_Choice	LightRed_Choice	Stickyhand_Choice	DarkRed_Choice	Hat_Choice
LightGreen_Probe	Diamond_Probe	Bell_Probe	DarkYellow_Probe	Puzzle_Probe	Acorn_Probe	DarkGreen_Probe	Hat_Probe	Ditto_Probe	DarkGray_Probe	DarkPurple_Probe	Spade_Probe	Stickyhand_Probe	DarkBlue_Probe	Bar_Probe	Star_Probe	DarkYellow_Probe	Hourglass_Probe	Jellyfish_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen_Choice	Diamond_Choice	Bell_Choice	DarkYellow_Choice	Puzzle_Choice	Acorn_Choice	DarkGreen_Choice	Hat_Choice	Ditto_Choice	DarkGray_Choice	DarkPurple_Choice	Spade_Choice	Stickyhand_Choice	DarkBlue_Choice	Bar_Choice	Star_Choice	DarkYellow_Choice	Hourglass_Choice	Jellyfish_Choice
Crowbar_Probe	LightRed_Probe	Rabbit_Probe	Sawblade_Probe	Bell_Probe	DarkTurquiose_Probe	Stickyhand_Probe	LightGreen_Probe	Spade_Probe	Nail_Probe	Hourglass_Probe	Tie_Probe	DarkGreen_Probe	Tie_Probe	DarkBlue_Probe	Diamond_Probe	Sawblade_Probe	Pacman_Probe	LightPurple_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Crowbar_Choice	LightRed_Choice	Rabbit_Choice	Sawblade_Choice	Bell_Choice	DarkTurquiose_Choice	Stickyhand_Choice	LightGreen_Choice	Spade_Choice	Nail_Choice	Hourglass_Choice	Tie_Choice	DarkGreen_Choice	Tie_Choice	DarkBlue_Choice	Diamond_Choice	Sawblade_Choice	Pacman_Choice	LightPurple_Choice
Rabbit_Probe	Ditto_Probe	DarkTurquiose_Probe	Heart_Probe	DarkYellow_Probe	Spike_Probe	Hat_Probe	Pacman_Probe	DarkGreen_Probe	LeftArrow_Probe	Pacman_Probe	LightGray_Probe	Venn_Probe	Hourglass_Probe	Heart_Probe	LightPurple_Probe	Gem_Probe	LightGreen_Probe	Lock_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Rabbit_Choice	Ditto_Choice	DarkTurquiose_Choice	Heart_Choice	DarkYellow_Choice	Spike_Choice	Hat_Choice	Pacman_Choice	DarkGreen_Choice	LeftArrow_Choice	Pacman_Choice	LightGray_Choice	Venn_Choice	Hourglass_Choice	Heart_Choice	LightPurple_Choice	Gem_Choice	LightGreen_Choice	Lock_Choice
LightGray_Probe	Lock_Probe	Jellyfish_Probe	LightPurple_Probe	Bar_Probe	Gem_Probe	DarkBlue_Probe	Spike_Probe	Pacman_Probe	LightRed_Probe	LightPurple_Probe	Rabbit_Probe	Jellyfish_Probe	LightBlue_Probe	Spade_Probe	Ditto_Probe	LightPurple_Probe	Rabbit_Probe	Gem_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGray_Choice	Lock_Choice	Jellyfish_Choice	LightPurple_Choice	Bar_Choice	Gem_Choice	DarkBlue_Choice	Spike_Choice	Pacman_Choice	LightRed_Choice	LightPurple_Choice	Rabbit_Choice	Jellyfish_Choice	LightBlue_Choice	Spade_Choice	Ditto_Choice	LightPurple_Choice	Rabbit_Choice	Gem_Choice
Acorn_Probe	DarkGreen_Probe	Diamond_Probe	Bar_Probe	Gem_Probe	LightGray_Probe	Chevron_Probe	DarkPurple_Probe	Spike_Probe	Bar_Probe	Nail_Probe	Chevron_Probe	LightRed_Probe	Ditto_Probe	LightGray_Probe	Rabbit_Probe	Hourglass_Probe	Stickyhand_Probe	DarkPurple_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Acorn_Choice	DarkGreen_Choice	Diamond_Choice	Bar_Choice	Gem_Choice	LightGray_Choice	Chevron_Choice	DarkPurple_Choice	Spike_Choice	Bar_Choice	Nail_Choice	Chevron_Choice	LightRed_Choice	Ditto_Choice	LightGray_Choice	Rabbit_Choice	Hourglass_Choice	Stickyhand_Choice	DarkPurple_Choice
Spade_Probe	Acorn_Probe	LightPurple_Probe	Chevron_Probe	DarkRed_Probe	Lock_Probe	Lock_Probe	Tie_Probe	DarkRed_Probe	Chevron_Probe	Gem_Probe	LightGreen_Probe	Dodecagon_Probe	Puzzle_Probe	Bell_Probe	LightTurquiose_Probe	Chevron_Probe	DarkGreen_Probe	UpArrow_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Spade_Choice	Acorn_Choice	LightPurple_Choice	Chevron_Choice	DarkRed_Choice	Lock_Choice	Lock_Choice	Tie_Choice	DarkRed_Choice	Chevron_Choice	Gem_Choice	LightGreen_Choice	Dodecagon_Choice	Puzzle_Choice	Bell_Choice	LightTurquiose_Choice	Chevron_Choice	DarkGreen_Choice	UpArrow_Choice
DarkTurquiose_Probe	Hat_Probe	House_Probe	DarkBlue_Probe	Rabbit_Probe	Jellyfish_Probe	DarkPurple_Probe	Dodecagon_Probe	Gem_Probe	LightYellow_Probe	DarkTurquiose_Probe	Bar_Probe	Pacman_Probe	LightGray_Probe	Nail_Probe	Stickyhand_Probe	LightGreen_Probe	Venn_Probe	Tie_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose_Choice	Hat_Choice	House_Choice	DarkBlue_Choice	Rabbit_Choice	Jellyfish_Choice	DarkPurple_Choice	Dodecagon_Choice	Gem_Choice	LightYellow_Choice	DarkTurquiose_Choice	Bar_Choice	Pacman_Choice	LightGray_Choice	Nail_Choice	Stickyhand_Choice	LightGreen_Choice	Venn_Choice	Tie_Choice
Jellyfish_Probe	LightGray_Probe	Bar_Probe	Hat_Probe	Ditto_Probe	LightYellow_Probe	Heart_Probe	DarkGray_Probe	UpArrow_Probe	UpArrow_Probe	Lock_Probe	Ditto_Probe	LightBlue_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Puzzle_Probe	Spike_Probe	Tie_Probe	LightRed_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Jellyfish_Choice	LightGray_Choice	Bar_Choice	Hat_Choice	Ditto_Choice	LightYellow_Choice	Heart_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	Lock_Choice	Ditto_Choice	LightBlue_Choice	Jellyfish_Choice	DarkTurquiose_Choice	Puzzle_Choice	Spike_Choice	Tie_Choice	LightRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
